167,2021-12-27,42,11
168,2021-10-30,57,96
169,2021-01-30,97,89
170,2020-07-27,40,86
171,2020-11-07,72,60
172,2020-07-11,96,70
173,2020-01-17,3,53
174,2021-11-07,33,50
175,2021-01-16,99,71
176,2020-03-09,53,61
177,2020-01-29,99,58
178,2020-06-22,60,85
179,2021-08-27,31,47
180,2021-01-10,61,88
181,2021-11-16,21,87
182,2020-07-13,12,90
183,2020-03-04,7,80
184,2020-08-08,77,3
185,2021-12-28,68,19
186,2020-10-05,100,52
187,2021-12-28,58,15
188,2021-07-09,22,17
189,2021-03-27,44,20
190,2020-08-04,62,25
191,2020-06-30,46,77
192,2020-02-19,25,63
193,2021-05-21,80,51
194,2020-05-07,96,35
195,2020-03-29,74,45
196,2021-06-13,57,96
197,2021-05-18,91,24
198,2021-09-22,48,68
199,2021-01-25,75,22
200,2020-04-12,42,32
201,2021-07-05,94,52
202,2021-05-03,17,60
203,2021-04-14,75,10
204,2021-08-28,56,31
205,2020-12-05,3,42
206,2020-09-30,85,31
207,2020-05-05,19,29
208,2021-04-25,41,69
209,2020-03-20,8,38
210,2020-09-16,9,71
211,2021-07-02,91,25
212,2020-05-21,57,36
213,2020-09-11,37,72
214,2020-04-07,69,95
215,2021-07-09,17,82
216,2022-01-12,97,98
217,2020-01-21,14,23
218,2021-06-08,11,97
219,2021-10-14,66,42
220,2021-10-04,4,49
221,2021-10-20,92,18
222,2020-02-07,14,56
223,2021-08-02,65,47
224,2020-08-28,11,90
225,2020-10-20,34,44
226,2021-09-08,65,60
227,2021-09-03,17,24
228,2020-02-21,88,57
229,2021-02-22,26,98
230,2020-12-11,80,59
231,2021-05-08,15,88
232,2021-12-27,93,86
233,2021-09-16,15,26
234,2021-08-25,63,31
235,2021-10-27,46,23
236,2021-09-02,78,21
237,2020-07-25,15,77
238,2020-07-31,54,99
239,2021-02-08,46,36
240,2020-08-24,10,43
241,2020-08-07,57,5
242,2021-02-13,33,73
243,2020-10-08,5,53
244,2020-12-02,23,48
245,2021-03-03,31,82
246,2021-03-06,45,1
247,2020-08-09,24,74
248,2020-12-09,16,26
249,2021-11-07,95,4
250,2020-09-07,26,33
251,2021-09-05,45,48
252,2021-08-29,83,38
253,2020-05-20,24,20
254,2021-02-09,4,50
255,2021-05-18,37,17
256,2021-06-19,19,53
257,2020-08-10,59,39
258,2021-09-11,66,9
259,2021-02-26,31,21
260,2020-07-13,30,38
261,2020-09-10,52,83
262,2021-11-22,88,75
263,2020-01-17,36,28
264,2020-03-07,2,11
265,2021-05-18,99,31
266,2020-03-16,46,44
267,2020-07-21,24,57
268,2020-11-02,26,2
269,2021-04-19,90,32
270,2020-11-02,52,37
271,2021-01-07,39,7
272,2020-03-07,53,59
273,2021-09-16,53,44
274,2021-04-07,50,94
275,2021-06-11,94,93
276,2021-07-15,27,57
277,2020-05-06,85,49
278,2020-09-09,64,25
279,2020-10-01,41,42
280,2020-10-21,39,72
281,2021-06-28,45,61
282,2020-07-17,8,83
283,2020-02-15,14,19
284,2022-01-13,5,14
285,2021-04-12,74,33
286,2020-02-08,66,40
287,2021-08-02,92,51
288,2021-09-29,25,66
289,2021-07-07,73,80
290,2020-10-22,37,23
291,2021-02-04,26,55
292,2022-01-14,43,57
293,2020-12-17,77,95
294,2020-09-16,16,88
295,2021-06-26,64,8
296,2021-07-20,78,45
297,2021-03-06,76,25
298,2020-12-01,83,100
299,2021-11-28,50,37
300,2020-03-19,27,93
301,2021-08-12,73,74
302,2021-10-09,44,69
303,2021-08-13,23,97
304,2021-02-22,96,100
305,2020-08-19,82,100
306,2021-07-05,87,61
307,2021-08-13,66,93
308,2020-04-10,27,35
309,2020-06-04,59,59
310,2020-10-04,14,10
311,2020-05-25,72,83
312,2020-06-22,75,36
313,2021-07-13,73,45
314,2021-11-06,76,75
315,2020-01-18,6,43
316,2021-06-27,5,45
317,2020-11-12,81,53
318,2021-08-18,12,79
319,2020-11-29,4,18
320,2020-04-24,89,55
321,2020-11-06,75,6
322,2020-12-16,91,43
323,2020-10-22,98,99
324,2020-12-18,48,50
325,2020-12-27,4,71
326,2020-02-17,97,35
327,2020-06-29,18,11
328,2020-08-09,100,27
329,2021-06-15,60,31
330,2020-10-27,48,72
331,2020-06-13,89,57
332,2020-09-03,25,65
333,2021-02-18,52,85
334,2020-09-25,28,37
335,2020-04-20,29,79
336,2021-01-16,8,50
337,2020-10-06,59,89
338,2021-10-14,57,100
339,2020-10-06,67,92
340,2022-01-13,39,60
341,2020-05-22,72,52
342,2021-01-28,63,7
343,2020-11-28,89,96
344,2020-09-16,27,23
345,2020-06-19,84,11
346,2020-05-22,19,58
347,2020-12-21,31,19
348,2021-08-31,79,52
349,2020-01-30,88,15
350,2020-02-17,6,50
351,2020-07-18,82,87
352,2021-02-14,53,49
353,2021-04-12,63,91
354,2020-04-21,65,72
355,2020-02-05,45,21
356,2021-12-25,49,35
357,2020-07-09,75,53
358,2021-07-14,26,24
359,2021-03-24,29,83
360,2020-11-16,27,13
361,2020-07-27,89,32
362,2022-01-11,100,98
363,2021-11-07,21,15
364,2020-04-30,7,50
365,2020-12-01,37,37
366,2020-02-17,63,36
367,2020-07-31,8,38
368,2020-08-20,77,90
369,2020-05-03,15,91
370,2020-07-12,60,18
371,2020-06-26,30,40
372,2021-09-07,42,74
373,2020-02-09,83,66
374,2020-09-21,61,72
375,2020-03-26,88,87
376,2020-11-26,24,25
377,2020-09-08,38,86
378,2020-10-20,37,83
379,2020-02-11,31,85
380,2020-07-21,89,89
381,2020-11-05,1,81
382,2020-10-05,71,60
383,2020-04-16,81,15
384,2020-11-10,70,73
385,2020-06-17,45,39
386,2020-06-28,22,82
387,2020-08-07,16,1
388,2020-04-15,28,7
389,2021-10-28,61,98
390,2021-10-31,29,2
391,2021-06-11,95,72
392,2022-01-15,24,92
393,2021-03-25,3,38
394,2020-03-26,64,17
395,2020-09-01,14,51
396,2020-03-01,43,26
397,2021-06-29,91,17
398,2021-01-16,55,7
399,2021-01-24,59,20
400,2021-10-12,25,51
401,2021-01-21,80,13
402,2020-09-30,10,65
403,2020-07-08,26,51
404,2021-05-24,64,60
405,2020-07-28,97,33
406,2020-11-03,88,86
407,2020-08-20,76,38
408,2020-01-30,27,73
409,2020-01-23,61,84
410,2021-04-02,59,4
411,2020-05-22,69,40
412,2020-03-14,53,87
413,2020-10-11,13,59
414,2021-04-21,67,57
415,2020-04-09,81,66
416,2021-12-28,32,48
417,2021-12-29,33,30
418,2020-11-24,43,45
419,2020-06-03,14,17
420,2020-10-12,17,70
421,2022-01-09,12,98
422,2021-02-08,28,86
423,2021-06-05,61,22
424,2020-11-03,97,49
425,2020-02-06,79,72
426,2021-10-19,29,82
427,2021-06-30,92,47
428,2020-04-29,64,86
429,2021-03-29,76,8
430,2021-05-13,33,98
431,2020-07-27,20,12
432,2020-10-26,12,3
433,2020-07-07,41,72
434,2021-02-07,27,19
435,2021-03-31,35,23
436,2021-01-24,55,25
437,2020-05-15,88,71
438,2021-11-08,99,59
439,2020-11-26,25,18
440,2021-04-10,36,78
441,2020-11-18,81,56
442,2020-10-22,52,74
443,2020-03-06,13,83
444,2020-09-22,22,77
445,2020-10-24,32,45
446,2020-05-27,79,47
447,2021-11-21,83,42
448,2020-05-19,63,100
449,2021-02-15,93,77
450,2021-11-25,43,80
451,2021-08-10,2,8
452,2021-09-20,88,83
453,2020-10-04,97,73
454,2021-04-29,81,49
455,2020-07-28,17,15
456,2020-12-26,55,58
457,2021-07-03,65,92
458,2020-06-23,86,87
459,2020-05-27,42,50
460,2020-10-26,24,57
461,2020-08-02,63,64
462,2020-05-04,28,16
463,2021-09-27,59,33
464,2020-11-29,93,78
465,2020-04-27,44,44
466,2020-01-25,34,83
467,2021-06-06,14,38
468,2021-09-27,7,87
469,2021-10-30,80,38
470,2020-12-21,26,79
471,2020-10-09,2,63
472,2020-01-16,39,74
473,2021-04-06,32,55
474,2021-09-11,66,70
475,2020-03-15,82,5
476,2020-05-13,4,20
477,2020-08-21,9,27
478,2021-04-04,30,88
479,2021-05-02,100,44
480,2021-01-21,69,73
481,2020-11-28,21,63
482,2020-08-14,69,83
483,2021-08-04,36,47
484,2020-04-01,16,55
485,2021-11-22,93,77
486,2021-12-30,36,92
487,2021-04-19,65,5
488,2021-08-19,14,50
489,2021-12-28,30,47
490,2020-05-07,50,61
491,2021-12-05,50,84
492,2020-03-22,40,34
493,2021-12-21,87,71
494,2022-01-12,97,48
495,2020-01-20,55,79
496,2020-11-08,30,47
497,2020-06-24,98,2
498,2021-08-11,4,18
499,2021-06-18,66,71
500,2020-02-08,22,13
501,2020-02-04,78,93
502,2021-10-15,61,65
503,2020-11-08,1,14
504,2020-04-24,92,85
505,2021-05-24,63,45
506,2020-02-29,23,15
507,2021-04-16,55,58
508,2021-02-09,71,39
509,2021-12-14,58,91
510,2020-09-28,75,65
511,2020-09-21,79,44
512,2021-12-20,91,60
513,2020-09-16,26,8
514,2021-08-16,13,66
515,2021-07-17,10,85
516,2021-02-15,38,91
517,2020-07-13,35,70
518,2020-05-01,69,67
519,2020-09-11,83,5
520,2020-05-11,31,15
521,2021-11-06,30,52
522,2020-07-30,97,82
523,2021-07-05,62,63
524,2021-08-28,41,64
525,2021-02-19,66,63
526,2021-06-03,86,64
527,2020-09-18,52,12
528,2020-08-20,40,58
529,2021-04-28,24,12
530,2020-11-23,63,56
531,2020-04-21,68,49
532,2021-11-11,83,80
533,2021-02-09,70,38
534,2020-04-02,41,35
535,2020-05-21,4,47
536,2021-08-31,41,10
537,2021-01-27,49,69
538,2020-04-09,63,67
539,2021-06-28,64,79
540,2020-02-19,8,91
541,2021-08-24,96,82
542,2020-08-11,78,85
543,2021-12-28,62,30
544,2020-05-30,13,93
545,2020-04-13,9,34
546,2021-12-23,42,70
547,2020-10-27,63,53
548,2021-12-08,91,56
549,2020-10-12,38,4
550,2020-08-04,99,14
551,2020-01-29,13,76
552,2021-05-10,99,64
553,2020-09-09,9,28
554,2020-06-26,50,28
555,2021-10-31,67,49
556,2020-08-14,52,66
557,2021-05-03,51,90
558,2020-09-23,60,58
559,2021-08-05,13,20
560,2020-09-03,75,90
561,2021-02-05,42,17
562,2020-12-31,37,39
563,2021-03-20,35,68
564,2021-05-05,59,44
565,2020-09-09,28,35
566,2020-10-02,53,61
567,2020-09-13,95,28
568,2021-03-01,72,86
569,2020-12-13,59,75
570,2021-11-05,72,34
571,2021-09-09,23,25
572,2021-10-02,33,42
573,2020-10-23,53,15
574,2021-01-16,100,94
575,2021-07-31,4,62
576,2020-10-07,2,97
577,2021-02-17,44,79
578,2021-11-18,75,40
579,2020-12-22,67,54
580,2020-05-17,9,24
581,2021-05-03,2,5
582,2020-02-22,68,75
583,2020-07-27,62,39
584,2021-07-19,72,37
585,2021-06-29,62,87
586,2020-03-25,91,32
587,2020-06-20,83,61
588,2021-02-23,78,4
589,2021-06-24,79,28
590,2021-01-16,40,42
591,2021-11-19,90,78
592,2021-02-15,100,11
593,2021-10-31,98,8
594,2020-03-21,83,7
595,2020-01-21,40,9
596,2020-12-29,50,75
597,2020-12-30,98,65
598,2021-07-22,45,90
599,2020-04-16,9,97
600,2021-10-29,89,88
601,2021-03-16,58,87
602,2020-04-30,53,18
603,2021-06-29,45,58
604,2021-09-28,86,67
605,2020-11-22,58,61
606,2020-03-17,20,53
607,2021-04-28,96,42
608,2020-11-01,79,99
609,2021-05-01,71,42
610,2021-05-27,3,99
611,2020-06-20,8,44
612,2021-03-23,92,19
613,2020-10-10,26,47
614,2021-08-17,65,17
615,2021-12-06,87,95
616,2020-04-22,96,41
617,2021-12-10,85,51
618,2020-08-11,55,74
619,2020-07-31,52,57
620,2021-08-30,65,62
621,2020-11-17,76,24
622,2021-05-20,31,43
623,2021-06-27,9,79
624,2020-06-13,73,30
625,2021-09-23,12,50
626,2020-08-19,56,67
627,2021-10-24,27,97
628,2020-04-07,16,21
629,2021-07-31,9,30
630,2020-11-28,28,94
631,2020-08-20,20,80
632,2021-11-24,8,70
633,2021-01-11,66,28
634,2020-05-14,11,20
635,2021-10-09,54,87
636,2020-07-15,48,13
637,2020-12-10,54,44
638,2021-06-11,54,50
639,2021-01-12,97,100
640,2021-04-01,61,97
641,2021-08-04,88,14
642,2020-07-31,36,80
643,2020-12-11,25,95
644,2021-11-03,89,34
645,2020-12-20,90,65
646,2020-03-07,22,63
647,2020-09-23,66,26
648,2021-05-18,25,39
649,2020-12-14,29,93
650,2020-12-30,70,47
651,2020-09-15,1,66
652,2020-05-15,61,6
653,2020-07-29,11,92
654,2020-10-25,89,4
655,2021-01-31,23,84
656,2020-12-29,38,54
657,2021-05-22,30,58
658,2021-10-15,68,57
659,2021-09-04,9,9
660,2020-08-27,42,20
661,2020-12-05,84,38
662,2021-01-24,93,72
663,2021-10-09,66,98
664,2021-05-14,59,98
665,2021-04-21,48,80
666,2020-03-13,26,60
667,2020-11-19,8,48
668,2021-11-15,88,37
669,2021-06-04,73,60
670,2020-11-01,67,58
671,2021-04-26,97,83
672,2021-08-13,94,2
673,2021-08-15,81,67
674,2020-01-25,32,72
675,2021-11-04,18,90
676,2021-08-06,43,32
677,2020-03-30,45,37
678,2021-11-20,97,86
679,2020-04-11,33,23
680,2021-09-22,95,98
681,2020-11-12,31,64
682,2020-12-29,25,12
683,2020-04-05,2,90
684,2021-12-31,92,43
685,2021-09-06,98,2
686,2020-12-31,47,99
687,2020-12-22,70,48
688,2020-06-27,8,1
689,2020-07-24,71,88
690,2021-10-21,19,53
691,2020-09-10,81,95
692,2022-01-07,12,63
693,2020-10-23,68,31
694,2022-01-04,40,57
695,2020-04-28,74,77
696,2021-02-27,49,19
697,2021-11-07,12,59
698,2020-02-02,6,21
699,2021-04-28,45,99
700,2021-07-13,21,32
701,2021-08-28,2,38
702,2020-12-17,68,38
703,2021-01-03,2,19
704,2021-02-24,30,33
705,2020-12-14,90,9
706,2020-07-14,43,67
707,2020-11-04,53,64
708,2021-03-21,52,54
709,2020-05-21,50,83
710,2020-03-14,18,76
711,2020-03-19,82,21
712,2021-11-18,48,48
713,2021-09-26,78,6
714,2021-09-08,13,1
715,2021-01-04,32,42
716,2021-07-02,65,68
717,2020-07-03,10,16
718,2020-07-23,28,69
719,2021-03-22,95,4
720,2021-03-14,23,58
721,2021-10-04,97,3
722,2021-09-06,54,54
723,2021-09-19,66,71
724,2020-03-30,48,13
725,2020-08-07,72,67
726,2021-05-08,19,98
727,2021-01-04,100,79
728,2021-08-21,23,39
729,2021-11-26,96,21
730,2021-10-31,75,62
731,2020-04-03,71,37
732,2021-11-02,14,80
733,2020-02-01,99,49
734,2021-09-11,71,95
735,2021-02-15,89,77
736,2020-07-18,43,10
737,2021-08-27,26,94
738,2021-08-27,13,84
739,2021-03-19,67,7
740,2020-02-10,67,96
741,2020-10-17,99,92
742,2020-05-08,70,36
743,2020-02-21,27,47
744,2020-08-24,41,11
745,2020-08-15,88,73
746,2021-01-09,25,14
747,2021-02-17,19,69
748,2021-03-12,90,3
749,2021-02-28,100,73
750,2020-04-30,100,72
751,2021-04-21,92,74
752,2021-01-07,14,26
753,2020-11-11,95,12
754,2020-07-05,5,16
755,2020-10-06,98,67
756,2021-02-20,91,34
757,2021-10-05,42,96
758,2020-12-26,72,93
759,2020-07-29,72,28
760,2021-08-23,96,1
761,2020-10-13,39,37
762,2020-12-23,67,40
763,2020-04-17,59,43
764,2021-03-11,24,100
765,2021-10-18,27,5
766,2021-04-28,30,58
767,2021-11-27,21,82
768,2020-10-05,84,68
769,2021-02-02,20,80
770,2020-12-16,34,4
771,2020-03-26,89,100
772,2021-03-10,45,64
773,2021-06-17,45,82
774,2021-03-14,6,60
775,2020-03-18,68,55
776,2020-07-14,51,64
777,2021-07-24,57,88
778,2020-03-08,5,6
779,2020-08-03,90,61
780,2021-05-07,38,87
781,2020-05-26,45,75
782,2020-04-07,64,90
783,2021-12-02,72,89
784,2021-09-21,81,84
785,2021-12-09,5,8
786,2021-08-07,96,61
787,2020-03-27,85,83
788,2021-09-08,18,44
789,2020-07-29,36,81
790,2020-06-18,40,7
791,2020-07-28,39,31
792,2021-03-27,93,82
793,2020-09-25,23,41
794,2020-08-28,26,93
795,2020-10-13,54,44
796,2021-11-17,3,86
797,2020-06-14,73,11
798,2020-10-26,99,29
799,2020-04-22,20,58
800,2021-02-24,99,77
801,2021-07-08,70,30
802,2021-09-27,75,35
803,2020-03-06,25,70
804,2021-08-06,90,31
805,2021-05-20,95,31
806,2021-08-03,71,36
807,2020-08-15,15,48
808,2021-10-26,16,73
809,2020-10-11,70,72
810,2021-09-11,17,91
811,2020-06-03,37,100
812,2020-02-10,81,55
813,2020-07-26,45,51
814,2021-01-24,11,21
815,2021-04-21,70,69
816,2020-10-31,25,17
817,2021-02-14,62,50
818,2021-09-19,9,55
819,2021-06-17,31,31
820,2020-03-30,30,68
821,2021-09-08,40,54
822,2021-04-23,30,39
823,2020-10-19,76,5
824,2020-09-07,40,27
825,2021-10-27,73,13
826,2020-06-18,86,33
827,2020-12-31,4,39
828,2021-01-10,26,46
829,2021-07-31,49,3
830,2021-06-07,79,42
831,2020-06-19,17,19
832,2020-03-04,41,72
833,2021-10-11,42,49
834,2020-04-14,54,96
835,2020-05-04,50,34
836,2020-05-04,18,34
837,2020-07-19,98,57
838,2020-08-08,43,56
839,2020-10-18,92,43
840,2021-12-18,3,72
841,2021-03-18,79,29
842,2020-01-26,26,26
843,2020-06-12,8,91
844,2021-01-18,52,27
845,2021-03-26,58,38
846,2020-06-16,99,39
847,2021-09-16,76,83
848,2021-02-26,43,3
849,2021-01-08,79,74
850,2021-07-15,16,91
851,2020-12-03,38,65
852,2021-12-04,89,14
853,2021-04-01,39,99
854,2020-04-01,78,32
855,2020-06-04,59,12
856,2020-12-16,67,35
857,2020-06-20,16,99
858,2021-12-05,85,22
859,2021-01-20,37,62
860,2021-09-11,59,8
861,2020-03-11,53,33
862,2020-03-25,76,65
863,2021-11-07,70,16
864,2021-11-17,77,46
865,2021-09-23,66,11
866,2021-12-14,69,97
867,2021-11-01,80,87
868,2021-04-22,61,11
869,2020-04-08,95,55
870,2021-10-22,55,49
871,2020-09-20,62,68
872,2020-11-24,86,39
873,2021-10-01,73,29
874,2022-01-04,22,64
875,2020-08-26,62,31
876,2021-09-05,67,8
877,2021-06-19,42,9
878,2021-09-16,32,27
879,2021-10-03,26,49
880,2020-03-02,7,6
881,2021-08-21,27,86
882,2020-07-07,36,18
883,2021-01-15,36,95
884,2020-05-13,26,47
885,2021-11-22,24,23
886,2020-02-27,29,61
887,2021-09-27,46,40
888,2020-03-28,83,74
889,2021-04-27,31,69
890,2020-10-09,16,95
891,2021-10-12,16,67
892,2021-02-15,86,83
893,2020-08-07,57,82
894,2020-03-27,77,93
895,2021-03-30,95,6
896,2020-09-20,78,29
897,2021-06-01,82,99
898,2021-08-15,62,67
899,2021-08-13,80,32
900,2020-10-04,15,91
901,2021-05-04,52,73
902,2020-09-03,24,30
903,2020-03-22,9,82
904,2020-04-02,12,25
905,2020-12-26,22,35
906,2020-02-21,98,33
907,2020-12-10,89,42
908,2020-07-08,91,39
909,2020-10-04,11,94
910,2021-10-06,92,27
911,2020-02-04,74,22
912,2020-10-08,2,72
913,2020-11-25,5,96
914,2020-07-23,77,34
915,2021-12-20,83,68
916,2021-03-13,24,91
917,2020-05-25,8,89
918,2021-11-11,70,63
919,2020-08-24,23,87
920,2022-01-01,79,55
921,2020-04-21,36,44
922,2020-01-26,21,77
923,2020-05-17,34,12
924,2021-01-01,16,77
925,2020-12-19,2,53
926,2020-07-15,85,61
927,2020-07-28,46,41
928,2021-06-19,100,70
929,2021-12-29,54,74
930,2020-06-26,12,80
931,2021-09-23,31,100
932,2020-05-07,75,11
933,2020-05-17,50,56
934,2020-08-11,84,53
935,2020-08-08,76,36
936,2021-05-02,63,75
937,2021-06-05,62,74
938,2020-06-22,24,45
939,2020-10-06,76,5
940,2021-07-29,64,15
941,2020-06-02,7,27
942,2021-11-11,31,68
943,2021-03-04,73,62
944,2021-01-27,48,81
945,2021-04-08,85,36
946,2020-10-04,95,37
947,2020-04-17,94,30
948,2020-12-12,45,43
949,2020-12-19,29,95
950,2021-10-14,46,51
951,2020-06-20,21,68
952,2021-10-16,52,28
953,2021-09-09,27,56
954,2021-12-20,63,33
955,2021-06-28,60,61
956,2020-03-03,16,92
957,2020-09-24,93,75
958,2021-12-21,12,59
959,2020-08-14,71,95
960,2021-02-22,18,38
961,2020-03-09,37,25
962,2020-11-22,13,17
963,2020-08-28,17,80
964,2020-06-01,30,18
965,2021-03-26,54,59
966,2021-11-10,51,34
967,2020-07-25,81,85
968,2021-01-29,21,60
969,2021-11-27,86,84
970,2021-11-12,99,74
971,2021-02-02,18,43
972,2020-09-23,23,64
973,2021-04-22,72,100
974,2020-04-25,73,46
975,2022-01-10,61,2
976,2021-03-14,60,39
977,2020-12-12,92,17
978,2021-02-06,1,54
979,2020-12-02,97,53
980,2022-01-07,47,1
981,2021-05-31,91,37
982,2021-05-29,93,58
983,2021-11-27,45,25
984,2020-02-09,19,53
985,2020-10-26,94,8
986,2021-05-14,50,37
987,2020-11-01,31,62
988,2021-05-18,93,23
989,2020-10-13,22,29
990,2020-08-21,48,36
991,2020-04-29,95,96
992,2020-08-19,21,5
993,2021-10-30,5,97
994,2021-12-04,62,29
995,2020-02-20,61,91
996,2020-08-10,44,3
997,2020-02-20,87,97
998,2021-11-09,30,12
999,2021-09-28,82,37
1000,2020-08-28,41,33
